"","Country.Name","SI.POV.NAHC_2000","SI.DST.FRST.20_2000","SP.DYN.LE00.IN_2000","SE.ENR.PRSC.FM.ZS_2000","NY.GDP.MKTP.CD_2000","NY.GDP.MKTP.KD.ZG_2000","NY.GDP.PCAP.CD_2000","FP.CPI.TOTL.ZG_2000","SI.POV.NAHC_2001","SI.DST.FRST.20_2001","SP.DYN.LE00.IN_2001","SE.ENR.PRSC.FM.ZS_2001","NY.GDP.MKTP.CD_2001","NY.GDP.MKTP.KD.ZG_2001","NY.GDP.PCAP.CD_2001","FP.CPI.TOTL.ZG_2001","SI.POV.NAHC_2002","SI.DST.FRST.20_2002","SP.DYN.LE00.IN_2002","SE.ENR.PRSC.FM.ZS_2002","NY.GDP.MKTP.CD_2002","NY.GDP.MKTP.KD.ZG_2002","NY.GDP.PCAP.CD_2002","FP.CPI.TOTL.ZG_2002","SI.POV.NAHC_2003","SI.DST.FRST.20_2003","SP.DYN.LE00.IN_2003","SE.ENR.PRSC.FM.ZS_2003","NY.GDP.MKTP.CD_2003","NY.GDP.MKTP.KD.ZG_2003","NY.GDP.PCAP.CD_2003","FP.CPI.TOTL.ZG_2003","SI.POV.NAHC_2004","SI.DST.FRST.20_2004","SP.DYN.LE00.IN_2004","SE.ENR.PRSC.FM.ZS_2004","NY.GDP.MKTP.CD_2004","NY.GDP.MKTP.KD.ZG_2004","NY.GDP.PCAP.CD_2004","FP.CPI.TOTL.ZG_2004","SI.POV.NAHC_2005","SI.DST.FRST.20_2005","SP.DYN.LE00.IN_2005","SE.ENR.PRSC.FM.ZS_2005","NY.GDP.MKTP.CD_2005","NY.GDP.MKTP.KD.ZG_2005","NY.GDP.PCAP.CD_2005","FP.CPI.TOTL.ZG_2005","SI.POV.NAHC_2006","SI.DST.FRST.20_2006","SP.DYN.LE00.IN_2006","SE.ENR.PRSC.FM.ZS_2006","NY.GDP.MKTP.CD_2006","NY.GDP.MKTP.KD.ZG_2006","NY.GDP.PCAP.CD_2006","FP.CPI.TOTL.ZG_2006","SI.POV.NAHC_2007","SI.DST.FRST.20_2007","SP.DYN.LE00.IN_2007","SE.ENR.PRSC.FM.ZS_2007","NY.GDP.MKTP.CD_2007","NY.GDP.MKTP.KD.ZG_2007","NY.GDP.PCAP.CD_2007","FP.CPI.TOTL.ZG_2007","SI.POV.NAHC_2008","SI.DST.FRST.20_2008","SP.DYN.LE00.IN_2008","SE.ENR.PRSC.FM.ZS_2008","NY.GDP.MKTP.CD_2008","NY.GDP.MKTP.KD.ZG_2008","NY.GDP.PCAP.CD_2008","FP.CPI.TOTL.ZG_2008","SI.POV.NAHC_2009","SI.DST.FRST.20_2009","SP.DYN.LE00.IN_2009","SE.ENR.PRSC.FM.ZS_2009","NY.GDP.MKTP.CD_2009","NY.GDP.MKTP.KD.ZG_2009","NY.GDP.PCAP.CD_2009","FP.CPI.TOTL.ZG_2009","SI.POV.NAHC_2010","SI.DST.FRST.20_2010","SP.DYN.LE00.IN_2010","SE.ENR.PRSC.FM.ZS_2010","NY.GDP.MKTP.CD_2010","NY.GDP.MKTP.KD.ZG_2010","NY.GDP.PCAP.CD_2010","FP.CPI.TOTL.ZG_2010","SI.POV.NAHC_2011","SI.DST.FRST.20_2011","SP.DYN.LE00.IN_2011","SE.ENR.PRSC.FM.ZS_2011","NY.GDP.MKTP.CD_2011","NY.GDP.MKTP.KD.ZG_2011","NY.GDP.PCAP.CD_2011","FP.CPI.TOTL.ZG_2011","SI.POV.NAHC_2012","SI.DST.FRST.20_2012","SP.DYN.LE00.IN_2012","SE.ENR.PRSC.FM.ZS_2012","NY.GDP.MKTP.CD_2012","NY.GDP.MKTP.KD.ZG_2012","NY.GDP.PCAP.CD_2012","FP.CPI.TOTL.ZG_2012","SI.POV.NAHC_2013","SI.DST.FRST.20_2013","SP.DYN.LE00.IN_2013","SE.ENR.PRSC.FM.ZS_2013","NY.GDP.MKTP.CD_2013","NY.GDP.MKTP.KD.ZG_2013","NY.GDP.PCAP.CD_2013","FP.CPI.TOTL.ZG_2013","SI.POV.NAHC_2014","SI.DST.FRST.20_2014","SP.DYN.LE00.IN_2014","SE.ENR.PRSC.FM.ZS_2014","NY.GDP.MKTP.CD_2014","NY.GDP.MKTP.KD.ZG_2014","NY.GDP.PCAP.CD_2014","FP.CPI.TOTL.ZG_2014","SI.POV.NAHC_2015","SI.DST.FRST.20_2015","SP.DYN.LE00.IN_2015","SE.ENR.PRSC.FM.ZS_2015","NY.GDP.MKTP.CD_2015","NY.GDP.MKTP.KD.ZG_2015","NY.GDP.PCAP.CD_2015","FP.CPI.TOTL.ZG_2015"
"75","Gibraltar",NA,NA,NA,0.988080025,NA,NA,NA,NA,NA,NA,NA,1.00541997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011739969,NA,NA,NA,NA,NA,NA,NA,1.004619956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Greece",NA,6.8,77.88780488,1.030040026,1.30134e+11,3.919770707,12042.95371,3.15118063,NA,NA,78.38780488,1.022650003,1.36191e+11,4.13161242,12538.17887,3.37396699,NA,NA,78.64146341,1.002599955,1.53831e+11,3.922871862,14110.31337,3.629358946,19.9,7.2,78.84146341,0.994270027,2.01924e+11,5.794530976,18477.57836,3.530651885,19.6,7,79.03902439,0.979680002,2.40521e+11,5.060992759,21955.10414,2.898848959,20.5,6.9,79.23902439,0.965579987,2.47783e+11,0.599142126,22551.73577,3.54507354,20.3,6.7,79.43902439,0.961239994,2.73318e+11,5.652433619,24801.15778,3.19594393,20.1,7,79.43902439,0.956439972,3.18498e+11,3.273746816,28827.32639,2.895001475,19.7,7.1,79.93902439,NA,3.54461e+11,-0.335172452,31997.28202,4.152797447,20.1,7,80.18780488,NA,3.3e+11,-4.300733908,29710.97023,1.210084518,21.4,6.7,80.38780488,0.970340014,2.99362e+11,-5.479036894,26917.75895,4.712972862,23.1,6.1,80.73170732,0.980080009,2.87798e+11,-9.132494172,25916.29349,3.329864062,23.1,5.8,80.63414634,0.975189984,2.45671e+11,-7.300494062,22242.68195,1.501527961,22.1,5.9,81.28536585,0.973039985,2.39862e+11,-3.241424731,21874.81947,-0.922168807,21.4,5.9,81.38536585,0.964680016,2.3703e+11,0.739776854,21760.97975,-1.311210501,21.2,5.8,81.03658537,0.959569991,1.96591e+11,-0.437833826,18167.77373,-1.736036796
"77","Greenland",NA,NA,66.96341463,NA,1068030830,7.101596882,19004.10729,NA,NA,NA,67.60780488,NA,1086172923,1.269035079,19275.47334,NA,NA,NA,68.16268293,NA,1169138789,-0.971177311,20652.87833,NA,NA,NA,68.43536585,NA,1558753434,4.430045721,27459.76278,NA,NA,NA,68.80682927,NA,1822486689,6.906582837,32023.45221,NA,NA,NA,69.22073171,NA,1849805733,4.987491771,32489.78191,NA,NA,NA,69.51926829,NA,2013099482,5.555694901,35458.12312,NA,NA,NA,69.98268293,NA,2249811709,2.352437981,39780.95144,NA,NA,NA,70.21341463,NA,2499107511,6.166132702,44367.05565,NA,NA,NA,70.46780488,NA,2529948330,0.865952329,44918.56488,NA,NA,NA,70.85707317,NA,2503156061,1.735825059,43988.33249,NA,NA,NA,71.06243902,NA,2684467376,-0.496519392,47186.98147,NA,NA,NA,71.29902439,NA,2609667674,1.39419336,45936.76595,NA,NA,NA,71.8304878,NA,2684952727,-1.298280693,47535.58995,NA,NA,NA,71.53841463,NA,2842048998,4.742135673,50484.92757,NA,NA,NA,71.24634146,NA,2499115623,-2.529318024,44536.40131,NA
"78","Grenada",NA,NA,72.648,NA,520044370.4,4.887952137,5057.173965,2.181818182,NA,NA,72.805,NA,520444185.2,-2.023900041,5040.670468,3.140993052,NA,NA,72.929,1.022869945,540336925.9,3.43732353,5213.896269,1.06721548,NA,NA,73.023,0.984700024,591018407.4,9.463973431,5682.5961,2.154928099,NA,NA,73.088,1.01572001,599118592.6,-0.647450316,5741.598633,2.312916782,NA,NA,73.123,0.997229993,695555555.6,13.27618833,6645.795048,3.475806938,NA,NA,73.125,NA,698700666.7,-3.995328244,6658.540847,4.25195322,NA,NA,73.096,0.981389999,758683592.6,6.123450947,7212.506822,3.858829225,NA,NA,73.038,0.93046999,825976037,0.947542625,7832.423352,8.033273277,NA,NA,72.96,0.965849996,771275555.6,-6.613281348,7290.6971,-0.30865478,NA,NA,72.867,0.990369976,771013259.3,-0.511262754,7257.756622,3.436509059,NA,NA,72.768,NA,778655925.9,0.764976824,7291.058897,3.033472803,NA,NA,72.669,NA,799882259.3,-1.155143735,7444.504768,2.41077704,NA,NA,72.579,0.961449981,842620111.1,2.351418773,7789.776381,-0.043999786,NA,NA,72.503,0.980840027,911497407.4,7.344076522,8369.886755,-0.983603056,NA,NA,72.445,0.971180022,997007925.9,6.443143733,9096.870646,-0.515448031
"79","Guam",NA,NA,75.011,NA,NA,NA,NA,NA,NA,NA,75.373,NA,NA,NA,NA,NA,NA,NA,75.726,NA,3.385e+09,NA,21536.36688,NA,NA,NA,76.065,NA,3.56e+09,0.920598389,22572.0753,NA,NA,NA,76.387,NA,3.857e+09,6.431014823,24395.79762,NA,NA,NA,76.687,NA,4.197e+09,3.535461753,26495.87758,NA,NA,NA,76.966,NA,4.213e+09,-3.828642384,26555.6452,NA,NA,NA,77.227,NA,4.375e+09,0.81773187,27542.22617,NA,NA,NA,77.474,NA,4.621e+09,1.728922092,29056.31429,NA,NA,NA,77.71,NA,4.781e+09,0.314729333,30026.50321,NA,NA,NA,77.941,NA,4.895e+09,2.091612633,30700.43401,NA,NA,NA,78.173,NA,4.928e+09,0.12292563,30859.40435,NA,NA,NA,78.408,NA,5.199e+09,2.025782689,32494.56236,NA,NA,NA,78.649,NA,5.336e+09,1.825110309,33265.38119,NA,NA,NA,78.895,NA,5.538e+09,1.733307071,34394.09748,NA,NA,NA,79.144,NA,5.71e+09,0.464666021,35278.92594,NA
"80","Guatemala",56,3.5,67.849,0.897010028,19288827159,3.608868735,1664.298958,5.977577347,NA,NA,68.304,0.904659986,18702802522,2.332574853,1575.428557,7.285873666,NA,NA,68.717,0.911300004,20776403774,3.866625999,1710.341468,8.132630543,NA,NA,69.092,NA,21917430694,2.530791568,1765.351677,5.603476754,NA,NA,69.437,0.923690021,23965275794,3.152081729,1889.691824,7.578622473,NA,NA,69.762,0.930589974,27211377107,3.260112083,2101.541818,9.108649857,51,3.2,70.082,0.938380003,30231249625,5.379776804,2287.935715,6.560852828,NA,NA,70.409,0.946510017,34113107372,6.304053689,2531.20608,6.821617536,NA,NA,70.75,0.954259992,39136436614,3.281079845,2848.50316,11.35576113,NA,NA,71.108,0.964259982,37733609795,0.526042967,2695.221264,1.859102547,NA,NA,71.481,0.966210008,41338008613,2.869487753,2898.942215,3.859509098,NA,NA,71.861,0.966910005,47654783852,4.162048937,3281.667502,6.214123931,NA,NA,72.236,0.964240015,50388460925,2.969857408,3408.784916,3.781807547,NA,NA,72.596,0.959980011,52996540576,3.6975861,3522.773698,4.343371313,59.3,4.5,72.935,0.961950004,57852399705,4.443977834,3779.642319,3.418361697,NA,NA,73.25,0.958909988,62186186576,4.092170586,3994.636913,2.388720328
"81","Guinea",NA,NA,51.203,NA,2995360969,2.503060562,363.482479,NA,NA,NA,51.255,0.618799984,2829435957,3.658346471,336.1540606,NA,NA,5.8,51.484,0.641359985,2950198649,5.164609466,343.6027513,NA,NA,NA,51.901,0.670920014,3446441698,1.24860126,393.7398698,NA,NA,NA,52.499,0.682900012,3635458133,2.340117313,407.3003371,NA,NA,NA,53.238,0.707319975,2937071767,2.997272562,322.4156816,31.37330259,NA,NA,54.052,0.727469981,4220019243,1.164421523,453.4035185,34.6952706,NA,6.3,54.864,NA,6281917656,6.827474427,659.992723,18.17556561,NA,NA,55.614,0.752470016,6964179194,4.136616153,715.0968204,23.06561294,NA,NA,56.279,NA,6716904569,-1.117638595,674.0855502,4.68438869,NA,NA,56.861,NA,6853467858,4.820715414,672.4244026,15.46198107,NA,NA,57.387,0.779540002,6785137173,5.612104279,651.1353635,21.35046642,NA,7.6,57.905,NA,7638045254,5.916911732,717.0507379,15.22510139,NA,NA,58.447,NA,8376613843,3.934784025,769.0039433,11.88789561,NA,NA,59.016,0.785929978,8778473615,3.707451613,787.2380702,7.070933095,NA,NA,59.598,NA,8794202444,3.81494989,769.2560137,10.82180835
"82","Guinea-Bissau",NA,NA,50.368,0.644640028,370173838.7,5.426987367,308.1441193,8.636320949,NA,NA,50.744,NA,392621385.9,2.188906815,319.9571886,3.348122655,64.7,7.3,51.123,NA,417806667.1,-0.985177525,333.0588448,3.300121753,NA,NA,51.501,NA,477458598.7,0.568510176,372.0538755,-3.502585511,NA,NA,51.883,NA,532062927.4,2.76140199,405.0751184,0.883302697,NA,NA,52.275,NA,587029054.4,4.266098931,436.4755448,3.329199228,NA,NA,52.691,NA,592365688.1,2.309357998,430.0042524,1.954737176,NA,NA,53.136,NA,696910810.9,3.262955456,493.7226928,4.617437722,NA,NA,53.612,NA,868154708.5,3.203567307,599.9952372,10.46007314,NA,NA,54.113,NA,830126470,3.368974958,559.4141939,-1.651397336,69.3,4.5,54.628,NA,849878424.2,4.6109709,558.1761345,2.517851402,NA,NA,55.144,NA,1099818652,8.084779734,703.6637187,5.046102263,NA,NA,55.645,NA,989271229.6,-1.712683012,616.3764321,2.130545803,NA,NA,56.117,NA,1046087418,3.255904265,634.6628092,1.207125557,NA,NA,56.556,NA,1054915645,0.964560751,623.3108816,-1.509244606,NA,NA,56.959,NA,1048229629,6.134082941,603.4011182,NA
"83","Guyana",NA,NA,65.242,NA,712667896.7,-1.363803905,954.4041525,6.14854333,NA,NA,65.532,0.980989993,712167575.6,2.279521662,955.6653806,2.627413142,NA,NA,65.828,NA,726131434.7,1.132626964,974.9491933,5.341015214,NA,NA,66.122,NA,743064076.8,-0.632225403,997.2100346,5.980978141,NA,NA,66.412,NA,787814379.2,1.563352113,1056.423886,4.668466224,NA,NA,66.694,1.005970001,824880550.3,-1.950957583,1105.496454,6.925543039,NA,NA,66.972,NA,2379818383,5.129609339,3188.638981,6.677157904,NA,NA,67.247,0.977810025,2730968914,7.191272925,3658.491674,12.20015444,NA,NA,67.521,1.000519991,3025189399,1.755170763,4050.777365,8.10202207,NA,NA,67.792,0.987680018,3165661865,3.611510619,4233.76442,2.952300964,NA,NA,68.059,1.000570059,3432913353,4.138443119,4580.662462,3.733377577,NA,NA,68.321,0.995859981,3691384743,5.19629812,4908.573542,4.977735637,NA,NA,68.575,0.995010018,4063090016,5.27632019,5378.733644,2.391935213,NA,NA,68.819,NA,4167801803,3.653407571,5489.113841,1.901251819,NA,NA,69.049,NA,4127664336,1.686400116,5407.089963,0.852630498,NA,NA,69.262,NA,4279840362,0.687398056,5576.833337,-1.001734328
"84","Haiti",NA,NA,57.131,NA,6868666120,0.870059257,811.5339742,9.333221976,NA,NA,57.382,NA,6364908100,-0.334251278,739.347418,13.31672224,NA,NA,57.655,NA,6106867934,0.924492705,697.5969036,7.032874062,NA,NA,57.959,NA,5000238129,3.359387776,561.8179438,28.69957779,NA,NA,58.292,NA,6005401730,-1.233191515,663.7946963,21.03183393,NA,NA,58.652,NA,7049954289,3.617614016,766.6920589,13.97300833,NA,NA,59.028,NA,7408787819,1.744562258,792.8259258,11.34521522,NA,NA,59.408,NA,9315973989,5.570125758,981.1113412,6.557227726,NA,NA,59.782,NA,10386485528,2.478297341,1076.701331,15.28177448,NA,NA,60.148,NA,11269821159,6.31289037,1150.211089,0.39388604,NA,NA,60.511,NA,11661585823,-3.805275685,1172.098543,4.827341901,NA,NA,60.879,NA,13008748132,6.154225158,1287.954058,6.332794838,58.5,5.5,61.26,NA,13708931890,0.553166536,1337.335431,5.018041554,NA,NA,61.658,NA,14498080023,3.085008621,1393.955951,4.765024048,NA,NA,62.069,NA,14790765760,3.401777226,1402.100156,3.4381666,NA,NA,62.485,NA,14857386164,1.616915115,1389.11952,6.731840697
"85","Honduras",NA,NA,70.689,NA,7103507989,7.291288159,1080.462129,11.04803493,NA,2.5,70.976,NA,7651174661,2.723193273,1133.186372,9.674155569,NA,2.6,71.249,NA,7858235333,3.754337861,1134.064772,7.69050972,NA,2.3,71.511,NA,8230387552,4.547038052,1158.178735,7.674166394,NA,2.3,71.77,NA,8869311411,6.232302961,1217.818021,8.113790971,NA,1.9,72.026,NA,9757034457,6.050599222,1308.091444,8.809060748,NA,2.1,72.285,1.062819958,10917481688,6.567243552,1430.057052,5.577752077,NA,2.8,72.544,1.073989987,12361257681,6.188327167,1583.047856,6.936214709,NA,2.7,72.803,1.076539993,13881701034,4.23160011,1739.353377,11.40342708,NA,3.3,73.061,NA,14587496229,-2.43162788,1789.706651,5.496342738,NA,3.1,73.317,1.072520018,15839344592,3.731140344,1904.346465,4.69889065,NA,2.7,73.569,1.069030046,17710315006,3.835690662,2088.3153,6.762279573,NA,2.8,73.814,1.068199992,18528601901,4.128687749,2144.342611,5.196186155,NA,3.2,74.051,1.064170003,18499710128,2.791559757,2102.593166,5.161898986,50.2,3.6,74.278,1.047170043,19756494435,3.058080562,2206.051934,6.129249303,52.2,3.6,74.495,1.061830044,20979767785,3.840079971,2302.201379,3.15783118
"86","Hong Kong SAR, China",NA,NA,80.87804878,NA,1.71668e+11,7.663574484,25756.66378,-3.685503686,NA,NA,81.42439024,NA,1.69403e+11,0.560824496,25230.21633,-1.658163265,NA,NA,81.42682927,NA,1.66349e+11,1.656739897,24665.89,-2.983138781,NA,NA,81.37804878,NA,1.61385e+11,3.056288236,23977.01945,-2.673796791,NA,NA,81.82926829,NA,1.691e+11,8.699972562,24928.10037,-0.274725275,NA,NA,81.62926829,NA,1.8157e+11,7.388235676,26649.7508,0.826446281,NA,NA,82.37560976,NA,1.93536e+11,7.03266181,28224.21506,2.01411015,NA,NA,82.32682927,NA,2.11597e+11,6.464850282,30594.01784,2.030117122,NA,NA,82.37560976,NA,2.1928e+11,2.127895122,31515.66277,4.296490653,NA,NA,82.77560976,NA,2.14046e+11,-2.459069553,30697.34038,0.576519916,NA,NA,82.97804878,NA,2.28638e+11,6.767687178,32549.99823,2.313705055,NA,NA,83.42195122,NA,2.48514e+11,4.814646111,35142.48793,5.276561068,NA,NA,83.4804878,1.004099965,2.62629e+11,1.700282008,36730.8767,4.063860668,NA,NA,83.83170732,0.993939996,2.75697e+11,3.10155447,38403.77771,4.323570432,NA,NA,83.9804878,0.99425,2.91459e+11,2.762451512,40315.28556,4.438502674,NA,NA,84.27804878,0.998780012,3.09384e+11,2.387792463,42431.88828,2.995391705
"87","Hungary",NA,NA,71.24634146,0.998870015,47218405892,4.479191193,4624.281657,9.803610169,NA,NA,72.24878049,0.99879998,53749989092,4.074092624,5276.033189,9.116809117,NA,NA,72.34878049,0.998769999,67608919144,4.741283466,6655.333009,5.265448216,NA,NA,72.3,0.995679975,85302003908,4.084523985,8421.103313,4.661016949,13.5,8.3,72.64878049,0.98834002,1.0396e+11,4.822853473,10285.79363,6.744346796,15.9,7.1,72.64878049,0.986620009,1.12981e+11,4.243622884,11200.57695,3.561517114,12.3,8.7,73.09756098,0.987890005,1.15577e+11,4.031013267,11475.82271,3.930326038,12.4,8.7,73.15121951,0.990750015,1.39966e+11,0.242181101,13918.96019,7.958745165,12.4,8.8,73.70243902,0.986060023,1.58136e+11,1.05828925,15753.47328,6.042512539,12.3,8.8,73.90487805,0.990019977,1.3076e+11,-6.699554137,13046.48101,4.211711712,14.1,8.2,74.20731707,0.988900006,1.31917e+11,1.12217825,13191.62126,4.855557957,14.3,8.1,74.85853659,0.985989988,1.4176e+11,1.937107794,14216.16561,3.929920989,15,7.6,75.06341463,0.986209989,1.28475e+11,-1.380623328,12950.68652,5.652145171,15,7.5,75.56585366,1.00150001,1.35412e+11,1.860751624,13687.51406,1.73319985,14.9,7.6,75.76341463,1.001860023,1.40765e+11,4.228950735,14267.01215,-0.227566271,14.5,7.8,75.56829268,1.00296998,1.25074e+11,3.819428379,12706.89121,-0.06164468
"88","Iceland",NA,NA,79.65365854,1.02583003,9003639603,4.891593277,32018.0637,5.136471232,NA,NA,80.6902439,1.024009943,8205357405,3.898810714,28793.96074,6.405085504,NA,NA,80.50243902,1.022959948,9294652008,0.681171006,32326.63825,5.197022302,10,9.5,80.96341463,1.02354002,11414055065,2.268136943,39423.92802,2.055663298,9.7,9.4,80.99756098,1.001710057,13834750405,8.042204823,47367.27817,3.158193243,9.6,9.2,81.50243902,0.99594003,16812530830,6.330000053,56658.59265,3.987047828,10.1,8.9,81.15853659,1.00691998,17216420305,5.248821191,56673.60247,6.687079061,10.1,9.1,81.45365854,1.029129982,21514962938,9.365319376,69054.27081,5.051557365,10.2,8.6,81.6097561,1.018939972,17905251723,1.991980829,56409.77311,12.69439428,9.8,9.1,81.75121951,1.017470002,13164652470,-6.777215084,41333.41854,12.00312985,9.2,9.5,81.89756098,1.011590004,13683689693,-3.435875594,43024.92349,5.396731132,7.9,9.3,82.35853659,1.004649997,15158548263,1.88162028,47516.87469,4.001026643,9.3,9.3,82.91707317,0.997690022,14724078148,1.296437608,45910.02054,5.185899888,7.9,9.9,82.06097561,1.018319964,16033517403,4.13385115,49522.23658,3.872279237,9.2,9.4,82.86097561,1.014430046,17758050016,2.082623164,54241.93464,2.044614815,8.8,9.5,82.46829268,1.003890038,17389101639,4.748984972,52564.42918,1.633055582
"89","India",NA,NA,62.505,0.802240014,4.68395e+11,3.840991157,443.3141934,4.00943591,NA,NA,62.907,0.809880018,4.85441e+11,4.823966264,451.5730011,3.779293122,NA,NA,63.304,0.830370009,5.14938e+11,3.803975321,470.9867859,4.297152039,NA,NA,63.699,0.915700018,6.07699e+11,7.860381476,546.7266145,3.805858995,37.2,8.5,64.095,NA,7.09149e+11,7.922936613,627.7742473,3.767251735,NA,NA,64.5,NA,8.20382e+11,7.923430621,714.8610135,4.24634362,NA,NA,64.918,NA,9.4026e+11,8.060732573,806.7532806,5.796523376,NA,NA,65.35,0.942560017,1.21674e+12,7.660815065,1028.334771,6.372881356,NA,NA,65.794,0.967050016,1.1989e+12,3.08669806,998.522339,8.349267049,29.8,8.3,66.244,0.989970028,1.34189e+12,7.861888833,1101.96084,10.88235294,NA,NA,66.693,0.989049971,1.67562e+12,8.497584702,1357.563719,11.98938992,21.9,8.1,67.13,0.998529971,1.82305e+12,5.241344743,1458.103527,8.858360966,NA,NA,67.545,1.003399968,1.82764e+12,5.456358951,1443.879529,9.312445605,NA,NA,67.931,1.07249999,1.85672e+12,6.386106401,1449.605912,10.90764331,NA,NA,68.286,1.069620013,2.03913e+12,7.410227605,1573.881492,6.353194544,NA,NA,68.607,1.070180058,2.10359e+12,7.996253444,1605.605434,5.872426595
"90","Indonesia",19.1,9.6,65.772,0.970269978,1.65021e+11,4.920067747,780.190201,3.68861916,18.4,9.6,66.037,0.978320003,1.60447e+11,3.643466447,748.2576157,11.50011488,18.2,9.1,66.321,0.980740011,1.95661e+11,4.499475391,900.1775757,11.90011757,17.4,8.9,66.631,0.982840002,2.34772e+11,4.780369122,1065.648539,6.757317194,16.7,8.4,66.969,0.986850023,2.56837e+11,5.030873945,1150.261315,6.064059885,16,8.5,67.334,0.975489974,2.85869e+11,5.692571304,1263.287321,10.45319842,17.8,8.1,67.717,0.982860029,3.64571e+11,5.500951785,1589.801489,13.1086721,16.6,7.8,68.105,0.978890002,4.32217e+11,6.345022227,1860.002763,6.406562813,15.4,7.9,68.485,0.98417002,5.10229e+11,6.0137036,2166.854167,10.22666455,14.1,8,68.853,0.982670009,5.3958e+11,4.628871183,2261.247224,4.38641555,13.3,7.6,69.205,1.020810008,7.55094e+11,6.223854181,3122.362815,5.134204008,12.5,7.1,69.542,1.022259951,8.92969e+11,6.169784208,3643.043936,5.35604779,12,7.2,69.866,1.008219957,9.1787e+11,6.030050653,3694.348946,4.279499996,11.4,7.1,70.179,0.984489977,9.12524e+11,5.557263689,3623.911582,6.412513302,11.3,7.2,70.481,0.982280016,8.90815e+11,5.006668426,3491.624791,6.394925408,11.2,7,70.768,0.985639989,8.60854e+11,4.8763223,3331.695128,6.363121131
"91","Iran, Islamic Rep.",NA,NA,70.176,0.933470011,1.09592e+11,5.8580666,1670.00947,14.47675132,NA,NA,70.553,0.936890006,1.26879e+11,0.778638733,1909.412278,11.27424713,NA,NA,70.921,0.943650007,1.28627e+11,7.26555113,1911.678792,14.33593374,NA,NA,71.265,0.945330024,1.53545e+11,8.734584435,2253.936132,16.46801162,NA,NA,71.592,0.960309982,1.90043e+11,4.374509277,2756.198742,14.7615087,NA,5.3,71.917,0.96529001,2.26452e+11,3.189804087,3246.051029,13.43311801,NA,5,72.257,0.968400002,2.66299e+11,4.999795262,3774.357841,10.01589825,NA,NA,72.626,0.988070011,3.49882e+11,8.155773524,4904.666252,17.34104046,NA,NA,73.027,0.96559,4.12336e+11,0.250856553,5717.314465,25.41050903,NA,5.3,73.457,0.956409991,4.16397e+11,1.007385458,5709.94798,13.55155483,NA,NA,73.905,0.954450011,4.86808e+11,5.797938302,6599.660938,10.08936293,NA,NA,74.352,0.954029977,5.80765e+11,2.645717918,7781.406114,26.29338567,NA,NA,74.776,0.951820016,5.98868e+11,-7.44455703,7927.846902,27.25681272,NA,6.8,75.162,0.976800025,4.60293e+11,-0.194073471,6018.324473,36.60303552,NA,6.3,75.502,0.995530009,4.32687e+11,4.60341888,5585.526758,16.60655324,NA,6.3,75.796,1.005290031,3.84951e+11,-1.32064512,4904.326877,12.48468156
"92","Iraq",NA,NA,69.082,0.771420002,NA,1.406474735,NA,4.978962132,NA,NA,68.983,NA,NA,2.30531667,NA,16.3740815,NA,NA,68.827,NA,NA,-6.900180689,NA,19.3166946,NA,NA,68.636,0.812219977,NA,-33.10083738,NA,33.6162106,NA,NA,68.437,0.790799975,36627901762,54.15777429,1391.963489,26.96190682,NA,NA,68.266,NA,49954890353,4.400617409,1855.522004,36.95948092,22.4,9.3,68.157,NA,65140293688,10.15819912,2373.214785,53.23096291,NA,NA,68.13,0.813799977,88840050497,1.377598148,3182.947982,-10.06749258,NA,NA,68.19,NA,1.31614e+11,8.228107104,4636.610978,12.66285283,NA,NA,68.34,NA,1.11661e+11,3.379299094,3853.940935,6.873615472,NA,NA,68.567,NA,1.38462e+11,6.402564845,4655.424995,2.877747253,NA,NA,68.848,NA,1.8547e+11,7.5464712,6036.396243,5.801455371,18.9,8.8,69.148,NA,2.17808e+11,13.93643017,6829.963954,6.089096416,NA,NA,69.437,NA,2.34648e+11,7.6,7076.87718,1.879498007,NA,NA,69.7,NA,2.34648e+11,0.7,6818.804621,2.235974079,NA,NA,69.929,NA,1.77499e+11,2.477664617,4989.803075,1.393330288
