series,timestamp,value,label
C,2021-05-17T11:07:30.000Z,108.22886657714844,
D,2021-05-17T11:07:30.000Z,115.45442199707031,
E,2021-05-17T11:07:30.000Z,110.86050415039062,
A,2021-05-17T11:07:40.000Z,3484.707275390625,label_1
B,2021-05-17T11:07:40.000Z,156.26901245117188,
C,2021-05-17T11:07:40.000Z,108.22886657714844,
D,2021-05-17T11:07:40.000Z,115.45442199707031,
E,2021-05-17T11:07:40.000Z,110.86050415039062,
A,2021-05-17T11:07:50.000Z,3484.707275390625,label_1
B,2021-05-17T11:07:50.000Z,156.26901245117188,
C,2021-05-17T11:07:50.000Z,108.22886657714844,
D,2021-05-17T11:07:50.000Z,115.45442199707031,
E,2021-05-17T11:07:50.000Z,110.86050415039062,
A,2021-05-17T11:08:00.000Z,3622.344482421875,label_1
B,2021-05-17T11:08:00.000Z,156.3551788330078,
C,2021-05-17T11:08:00.000Z,107.99565124511719,
D,2021-05-17T11:08:00.000Z,115.28424072265625,
E,2021-05-17T11:08:00.000Z,110.92430877685547,
A,2021-05-17T11:08:10.000Z,3622.344482421875,label_1
B,2021-05-17T11:08:10.000Z,156.3551788330078,
C,2021-05-17T11:08:10.000Z,107.99565124511719,
D,2021-05-17T11:08:10.000Z,115.28424072265625,
E,2021-05-17T11:08:10.000Z,110.92430877685547,
A,2021-05-17T11:08:20.000Z,3622.344482421875,label_1
B,2021-05-17T11:08:20.000Z,156.3551788330078,
C,2021-05-17T11:08:20.000Z,107.99565124511719,
D,2021-05-17T11:08:20.000Z,115.28424072265625,
